"ID","Vehicles"
20170701001,66.6581966114492
20170701011,57.6697101206048
20170701021,46.3600604894102
20170701031,32.5353843571327
20170701041,29.2358501026941
20170701051,29.3442156005426
20170701061,30.6859879260468
20170701071,33.6668639232356
20170701081,37.8871110104836
20170701091,40.3432517678851
20170701101,62.1689073997391
20170701111,69.156311999524
20170701121,69.3520922330357
20170701131,63.1830911639452
20170701141,62.8834713730991
20170701151,62.7602383174674
20170701161,60.077268904117
20170701171,65.9595460489711
20170701181,69.3512124307261
20170701191,72.1266582024541
20170701201,71.7340275977433
20170701211,71.4010145763485
20170701221,71.8066104041004
20170701231,69.491890864063
20170702001,48.9708121518734
20170702011,41.9831034472891
20170702021,36.8896077004437
20170702031,26.5286545659835
20170702041,23.4749131025945
20170702051,22.9200107409513
20170702061,25.4406728090286
20170702071,28.0642919292654
20170702081,30.5449247385709
20170702091,31.6149041485473
20170702101,54.4308163363837
20170702111,62.3339252003418
20170702121,65.0989578587051
20170702131,59.0369714849089
20170702141,60.2800219878749
20170702151,61.7185110393658
20170702161,62.2549927463127
20170702171,65.3241825833686
20170702181,68.0161232323059
20170702191,77.6380293299214
20170702201,73.3886654446348
20170702211,69.9101362926261
20170702221,69.5640611808204
20170702231,68.837312353449
20170703001,57.3861419010901
20170703011,50.3984331965057
20170703021,44.0312272208448
20170703031,33.6702740863848
20170703041,33.9142107282767
20170703051,34.8912558235753
20170703061,38.4403542379383
20170703071,43.140007711
20170703081,46.9169430779367
20170703091,50.7916923286724
20170703101,86.5310618135254
20170703111,95.5535633687663
20170703121,97.799866343975
20170703131,91.7378799701789
20170703141,95.7194213886934
20170703151,95.5961883330617
20170703161,92.5655440442063
20170703171,93.9517342261743
20170703181,98.1953743416105
20170703191,101.92269915245
20170703201,96.5726124711649
20170703211,91.4759811560885
20170703221,87.6038422867615
20170703231,85.2817121220364
20170704001,72.751597739144
20170704011,65.7638890345596
20170704021,59.3966830588985
20170704031,46.9104343560035
20170704041,43.3737247812843
20170704051,42.9285944652242
20170704061,46.4776928795873
20170704071,51.177346352649
20170704081,55.2880455898978
20170704091,58.9798507754518
20170704101,91.4085027089069
20170704111,100.431004264148
20170704121,102.677307239357
20170704131,96.7343318817356
20170704141,100.72370936107
20170704151,100.600476305438
20170704161,97.3671280233466
20170704171,98.0471455371431
20170704181,101.923115836793
20170704191,105.648306819153
20170704201,100.747480989909
20170704211,95.6508496748329
20170704221,90.2575767192334
20170704231,86.6928534218666
20170705001,72.6156541983596
20170705011,65.6279454937752
20170705021,59.2607395181142
20170705031,45.5896907002685
20170705041,42.5811318493255
20170705051,42.1360015332655
20170705061,45.6850999476285
20170705071,50.3847534206902
20170705081,54.495452657939
20170705091,58.187257843493
20170705101,90.169031087849
20170705111,99.1915326430899
20170705121,101.437835618299
20170705131,95.4948602606777
20170705141,99.1665405370236
20170705151,99.043307481392
20170705161,97.2215378110056
20170705171,97.1674958040242
20170705181,101.590332525998
20170705191,105.004486953394
20170705201,99.0025723050678
20170705211,94.0311652219879
20170705221,88.1384751475638
20170705231,85.3829666591028
20170706001,74.2452187726972
20170706011,67.2575100681129
20170706021,60.8903040924518
20170706031,47.2192552746062
20170706041,43.9197210201676
20170706051,44.0280865180161
20170706061,47.5771849323791
20170706071,52.2768384054408
20170706081,56.3875376426896
20170706091,59.2782392043882
20170706101,91.2600124487442
20170706111,100.282514003985
20170706121,101.863416592835
20170706131,96.3960571130202
20170706141,100.067737389366
20170706151,100.735676486912
20170706161,98.3946889206318
20170706171,98.7950244716492
20170706181,101.595659983033
20170706191,106.283638811582
20170706201,99.1457206364455
20170706211,94.3942919144229
20170706221,91.1315850503772
20170706231,86.659489685797
20170707001,72.8452737760019
20170707011,64.607234623916
20170707021,57.8152427358278
20170707031,44.1441939179822
20170707041,40.8446596635435
20170707051,40.953025161392
20170707061,40.924203915115
20170707071,45.6238573881767
20170707081,50.1778683457367
20170707091,53.0685699074353
20170707101,85.1868707244415
20170707111,92.1742753242263
20170707121,93.6746071026185
20170707131,85.8893724742341
20170707141,88.891911580634
20170707151,89.5598506781802
20170707161,85.8389754910315
20170707171,86.735031486683
20170707181,90.6380674949687
20170707191,94.0204621410587
20170707201,86.730496902706
20170707211,82.5801956946906
20170707221,79.1807093098583
20170707231,75.4021023163198
20170708001,65.9850224541536
20170708011,57.7196929265583
20170708021,46.4100432953637
20170708031,32.5853671630862
20170708041,29.2858329086476
20170708051,29.3941984064961
20170708061,29.365377160219
20170708071,33.1737998756062
20170708081,38.1868369036524
20170708091,39.8418740371985
20170708101,62.5571997824072
20170708111,69.5446043821921
20170708121,69.2216549325494
20170708131,61.7148562335843
20170708141,61.845458571776
20170708151,62.5133976693221
20170708161,58.8073687563675
20170708171,62.100140721664
20170708181,66.6997067946897
20170708191,71.2841214510874
20170708201,69.3874169357869
20170708211,67.0319733844391
20170708221,68.2334237622306
20170708231,64.4548167686922
20170709001,47.258186878284
20170709011,40.2704781736997
20170709021,35.9712133045912
20170709031,25.610260170131
20170709041,21.8844317919881
20170709051,21.3295294303449
20170709061,23.8501914984223
20170709071,26.473810618659
20170709081,29.7472333687629
20170709091,30.0161091548839
20170709101,53.721691456075
20170709111,62.8951001012554
20170709121,65.1414030764643
20170709131,59.079416702668
20170709141,60.7526893346718
20170709151,61.4206284322179
20170709161,59.7982809747899
20170709171,62.4365090280241
20170709181,65.5711417645445
20170709191,74.0036896506073
20170709201,69.7147490174766
20170709211,64.1018738109167
20170709221,64.5335099269014
20170709231,62.5154331884544
20170710001,59.5820170868621
20170710011,51.9273949549489
20170710021,46.354419857025
20170710031,35.9934667225649
20170710041,35.565316449703
20170710051,36.5423615450015
20170710061,40.0914599593646
20170710071,44.7911134324263
20170710081,48.934620913334
20170710091,52.0082665402143
20170710101,88.637306138422
20170710111,97.6598076936629
20170710121,99.9061106688717
20170710131,93.9512498576723
20170710141,97.8087200196497
20170710151,98.4766591171959
20170710161,96.3853428652593
20170710171,97.3175070723664
20170710181,101.564586910698
20170710191,106.794150487574
20170710201,98.6566043894913
20170710211,93.5599730744149
20170710221,90.9368300230581
20170710231,86.8259832538687
20170711001,72.9576269175828
20170711011,65.3030047856696
20170711021,59.7300296877454
20170711031,47.2437809848504
20170711041,43.0349844953773
20170711051,42.5898541793173
20170711061,46.1389525936803
20170711071,50.838606066742
20170711081,54.9821135476498
20170711091,57.8728151093484
20170711101,91.1911371561582
20170711111,100.213638711399
20170711121,102.459941686608
20170711131,96.6240918915837
20170711141,100.489398114381
20170711151,100.871772927953
20170711161,99.008288078962
20170711171,99.940452286069
20170711181,104.888632981917
20170711191,109.421950723838
20170711201,102.311630378437
20170711211,97.2149990633601
20170711221,95.5825551492927
20170711231,91.7885472969939
20170712001,74.8162452413567
20170712011,67.1616231094436
20170712021,61.5886480115194
20170712031,47.9175991936738
20170712041,44.236953427977
20170712051,43.7918231119169
20170712061,47.34092152628
20170712071,52.0405749993417
20170712081,56.1840824802494
20170712091,59.074784041948
20170712101,91.9462273996587
20170712111,100.9687289549
20170712121,103.215031930108
20170712131,97.3791821350842
20170712141,100.926791154893
20170712151,101.309165968465
20170712161,99.4456811194742
20170712171,99.6437858058035
20170712181,105.589893867852
20170712191,109.54038655573
20170712201,103.001676348504
20170712211,98.030269265424
20170712221,94.8839374830671
20170712231,91.0899296307683
20170713001,76.3299971031394
20170713011,68.6753749712262
20170713021,63.1023998733021
20170713031,49.4313510554565
20170713041,45.459729886264
20170713051,45.0145995702039
20170713061,48.563697984567
20170713071,53.2633514576287
20170713081,57.4068589385364
20170713091,60.297560500235
20170713101,93.1690038579457
20170713111,102.073163117764
20170713121,103.654065706614
20170713131,98.2938317893962
20170713141,101.841440809205
20170713151,102.223815622777
20170713161,99.841112877892
20170713171,100.039217564221
20170713181,104.36312441568
20170713191,109.587441504711
20170713201,101.912727770674
20170713211,96.673327531852
20170713221,92.7411712210806
20170713231,89.1745102346379
20170714001,73.3119442385398
20170714011,64.4069916591249
20170714021,58.4092306487738
20170714031,44.7381818309282
20170714041,40.7665606617357
20170714051,40.3214303456756
20170714061,40.2926090993986
20170714071,44.9922625724603
20170714081,49.4866310328029
20170714091,52.3773325945016
20170714101,85.3853035248625
20170714111,93.6839077883163
20170714121,95.1842395667085
20170714131,87.5061305009208
20170714141,90.3845983507838
20170714151,90.7669731643556
20170714161,87.2287819196922
20170714171,87.9226070506556
20170714181,93.3489143990161
20170714191,97.2676473055884
20170714201,90.649737133071
20170714211,86.0114644082558
20170714221,81.9425285766978
20170714231,79.0693559612968
20170715001,68.7184689664399
20170715011,59.7862260115156
20170715021,49.270807258058
20170715031,36.1515033109575
20170715041,32.179882141765
20170715051,31.734751825705
20170715061,31.705930579428
20170715071,35.514353294815
20170715081,40.0087217551577
20170715091,42.3506041813719
20170715101,65.0659299265806
20170715111,73.3645341900345
20170715121,73.0415847403918
20170715131,65.1305108660261
20170715141,65.2611132042176
20170715151,65.6434880177895
20170715161,62.5057398464314
20170715171,63.952058946997
20170715181,70.6694402007039
20170715191,77.3029724763958
20170715201,74.590435359868
20170715211,71.7470202917204
20170715221,72.5833746126073
20170715231,69.9161124433065
20170716001,47.6337213371426
20170716011,39.9790992052294
20170716021,35.6798343361209
20170716031,25.3188812016608
20170716041,20.8675673060712
20170716051,20.312664944428
20170716061,22.8333270125053
20170716071,25.4569461327421
20170716081,28.2117003151424
20170716091,29.1674213939315
20170716101,52.8730036951225
20170716111,63.357612003972
20170716121,65.6039149791808
20170716131,59.4007306030913
20170716141,60.7432903395242
